id;surtitre;titre
8086;LE GOIX R., 2016;L'immobilier résidentiel suburbain en régime financiarisé de production dans la région de Los Angeles
8087;LE GOIX R., 2016;Marchés immobiliers et zones critiques : une analyse du changement social en relation avec la dynamique des valeurs immobilères (couple vendeurs acquéreurs dans la base BIEN, 1996-2012)
8088;LE GOIX R., 2016;Paris aujourd'hui et demain: La métropole parisienne dans les contradictions d'une ville globale, entre attractivité et nécessaires redistributions
8089;LE GOIX R., 2016;Les banlieues à l'américaine
8090;LE GOIX R., 2016;<em>Fast track, fast cash, Fast and Furious. Comment la ville va plus vite ? (Café géographique)</em>
8091;LE GOIX R., 2016;<em>Sur le front de la métropole. Une géographie suburbaine de Los Angeles</em>
8092;LE GOIX R., BERROIR S., 2016;Gouverner les marges métropolitaines
8093;LE GOIX R., BOULAY G., CALLEN D., DERAMBURE-DUTEL F., REYS A., GIRAUD T., CURA R., 2016;Marche?s immobiliers et zones critiques : une analyse du changement social en relation avec la dynamique des valeurs immobilie?res.
8094;LE ROUX G., VALLEE J., COMMENGES H., 2016;Paris, le jour et la nuit. Mobilité quotidienne des populations et dynamiques sociales des espaces sur 24 heures en Ile-de-France.
8095;LE ROUX G., VALLEE J., COMMENGES H., 2016;L’horloge de la ségrégation. Quelle mixité sociale dans les espaces du quotidien ? 
8096;LE TEXIER M., DEVES M., GRASLAND C., DE CHABALLIER J.-B., 2016;La couverture médiatique des séismes à l’ère numérique
8097;LEININGER-FREZAL C., DOUAY N., COHEN N., 2016;L’étude de cas face à l’exemple : pratiques et enjeux dans l’enseignement de la géographie et de l’aménagement à l’université
8098;LEPESANT G., 2016;European Cities and Clean Energy : Making the best Use of new Opportunities
8099;LEPESANT G., 2016;Municipal companies and cities : do European Regulations inhibit or accelerate clean energy transitions ? 
8100;LEPESANT G., 2016;<em>Décentralisation énergétique et innovations territoriales, in : Rapport à la Caisse des Dépôts et Consignations</em>
8101;LEPESANT G., 2016;Implementing EU Renewable Energy Policy at the Subnational Level
8102;LEPESANT G., 2016;Gouvernance et acceptabilité de l'énergie éolienne en Allemagne. Le cas du Brandebourg
8103;LEPESANT G., 2016;Entre Russie et Union européenne, un entre-deux énergétique
8104;LIVET P., PHAN D., SANDERS L., 2016;Diversity and Complementarity of Agent-Based Models in the Social Sciences - Traduction de l'original publié en 2014
8105;MAGNAN M., 2016;Le domaine portuaire, entre protection et valorisation : l’ambiguïté de la notion d’utilité publique au prisme du droit domanial
8106;MAGNAN M., 2016;<em>La production et la gestion de l’espace portuaire à vocation industrielle et logistique. Les grands ports maritimes français : gestionnaires d’espaces infrastructurels</em>
8107;MARTINEZ-FERNANDEZ C., WEYMAN T., FOL S., AUDIRAC I., CUNNINGHAM-SABOT E., WIECHMANN T., YAHAGI H., 2016;Shrinking Cities in Australia, Japan, Europe and the USA : From a global process to local policy responses
8108;MAULAT J., 2016;Le rôle de la planification territoriale dans la coordination des politiques d’urbanisme et de transport ferroviaire régional à l’échelle métropolitaine. L’exemple toulousain
8109;MAULAT J., 2016;<em>Planifier et produire le Transit-Oriented Development dans les banlieues du Grand Montréal. Rapport de recherche postdoctorale, Observatoire Invanhoé Cambrige du Développement urbain et immobilier, Université de Montréal</em>
8110;MAULAT J., PAULHIAC-SCHERRER F., SCHERRER F., 2016;From metropolitan planning ideas to local realities: Challenges to implementing Transit-oriented development in Montreal suburban areas 
8111;MAULAT J., PAULHIAC-SCHERRER F., SCHERRER F., 2016;Les projets « novateurs » de TOD dans le Grand Montréal : outil de planification et de co-production urbanisme-transport
8112;MAULAT J., PAULHIAC-SCHERRER F., SCHERRER F., 2016;Les projets « novateurs » de TOD dans le Grand Montréal : Conception, mise en œuvre et effets d’un nouvel instrument de planification et de pilotage du territoire métropolitain. 
8113;MOHAMED-CHERIF F.Z., DUCRUET C., 2016;Regional integration and maritime connectivity across the Maghreb seaport system
8114;MONSAINGEON G., PALSKY G., PELLETIER P., 2016;Élisée Reclus à If, un épisode insulaire, cartographique et éditorial de cartographie potentielle 
8115;NAHASSIA L., 2016;Analyser la dynamique intra-urbaine dans le temps long : une approche par la localisation des activités
8116;NUSSBAUM F., 2016;Less value, more money: the paradox of property abandonment in great American cities
8117;NUSSBAUM F., 2016;Landscapes of ordinary financialization : what abandoned houses and vacant land in great American cities tell us about the operations of capital
8118;NUSSBAUM F., 2016;Cash for houses : propriétés vacantes et spéculation dans l'Amérique de la Grande Récession
8119;ORAIN O., 2016;Faire science en géographie (1930-1980). Perspectives transatlantiques
8120;ORAIN O., 2016;Renée Rochefort (1924-2010), femme et géographe des questions sociales
8121;OTT A.-C., 2016;Young children representing the World and Europe : the usefulness of small scales in/for children’s geographies
8122;OTT A.-C., 2016;Petites échelles et jeunes enfants. Comment analyser les représentations d’espaces tels que le Monde ou l’Europe chez ces acteurs singuliers ?
8123;OTT A.-C., 2016;Les représentations spatiales produites pour et par les enfants
8124;PALSKY G., 2016;Une cartographie contre l'impérialisme. Les atlas de Frank Horrabin et Alex Rado pendant l'entre-deux-guerres
8125;PALSKY G., 2016;Le monde bipartite. Formes et usages des mappemondes en deux hémisphères, XVIe-XVIIIe siècles
8126;PALSKY G., 2016;The reception of German atlases in XIXth century France. The French cartographic complex
8127;PALSKY G., 2016;De la cartographie de cabinet à la cartographie de terrain. Les progrès des méthodes géométriques, XVIe-XVIIIe siècle
8128;PALSKY G., 2016;Cartes participatives, des cartes hors de la cartographie
8129;PECOUT H., GRASLAND C.,GUÉROIS M., LE GOIX R.,MADELIN M., NUSSBAUM, F.,VALETTE J. F., 2016;Informations territoriales locales et analyse comparative des dynamiques métropolitaines . Le projet Grandes métropoles 
8130;PETSIMERIS P., RIMOLDI S., 2016;Socio-economic divisions of space in Milan in the post-fordist era
8131;PETSIMERIS P., RIMOLDI S., SANCHEZ AGUILERA D., 2016;Changing Places and Places Changing: housing mobility, gentrification and social polarization
8132;PICHON M., 2016;Des études urbaines à la française ? Retour sur quelques approches interdisciplinaires dans la géographie urbaine (1970-1980)
8133;PLATTARD O., 2016;La modélisation multi-agents, un outil de prévention des risques
8134;PLATTARD O., 2016;La simulation multi-agents, un outil de prévention des risques
8135;PRÉVÉLAKIS G., 2016;Istanbul, Salonique, Izmir, Athènes: des destins urbains croisés et convergents
8136;PRÉVÉLAKIS G., 2016;Grèce. L’échec tragique des élites
8137;PRÉVÉLAKIS G., 2016;The Revenge of Geography
8138;PRÉVÉLAKIS G., 2016;Introduction et Conclusion
8139;PRÉVÉLAKIS G., 2016;---------
8140;PRUD'HOMME J., MADELIN M., BAUDET-MICHEL S., 2016;Identifier des espaces préservés de la pollution de l'air sur le chemin de l'école
8141;PUMAIN D., 2016;De la régionalisation à l’intelligence géographique
8142;QUEVA C., 2016;Retours à l’Est : quelle durabilité pour les territoires à l’Est de l’Allemagne ?
8143;QUEVA C., 2016;La question environnementale
8144;QUEVA C., BRES A., 2016;Les espaces de faible densité, entre aménagement et développement local
8145;RAMAN B., DENIS E., BENJAMIN S., 2016;D'un slum à un quartier ordinaire dans une ville de province du sud de l’Inde. (traduction)
8146;RAMAN B., DENIS E., BENJAMIN S., 2016;From slum to ordinary neighborhood in a provincial town of South India: Resident-induced practices of participation and co-production
8147;REY S., MARILLEAU N., BANOS A., 2016;Exploring Complex Models in NetLogo 
8148;RHEIN C., 2016;Faire et défaire la ville : relations entre cycles d'industrialisation et processus d'urbanisation (Paris, XIXe-Xxe siècles)
8149;RHEIN C., CASTELLAN M., 2016;Pauvreté et exclusion en France
8150;RIVIÈRE D., 2016;Métropoles et territoires institutionnels : quelques pistes d’analyse à partir des cas français et italien
8151;RIVIÈRE D., 2016;Réforme territoriale à l'italienne : d'une géographie des intérêts à une géographie de la rigueur
8152;RIVIÈRE D., 2016;Quelle place pour la ruralité dans le modèle italien des districts industriels ? 
8153;ROBIC M.-C., 2016;Quelle géographie ? Position, enjeux, dispositifs de connaissance
8154;ROBIC M.-C., 2016;<em>Géographie aujourd'hui. Enseigner la géographie au collège et au lycée</em>
8155;ROBIC M.-C., ROSEMBERG M. (dir.), 2016;<em>Géographier aujourd’hui. Enseigner la géographie au collège et au lycée</em>
8156;ROBIC M.-C., 2016;La région dans l’histoire de la géographie française . Peut-on être plainepicardien ?
8157;REUILLON R., LECLAIRE M., PASSERAT-PALMBACH J., 2016;<em>OpenMOLE 6</em>
8158;ROSEMBERG M., 2016;Spatialité du déracinement dans La Petite Fille de Monsieur Linh de Philippe Claudel
8159;ROSEMBERG M., 2016;Carte, paysage, spatialité
8160;ROSEMBERG M., 2016;La spatialité littéraire au prisme de la géographie
8161;ROSEMBERG M., 2016;La géo-poétique d’Édouard Glissant, une contribution à penser le monde comme Monde
8162;ROSEMBERG M., 2016;La ville dans deux nouvelles policières contemporaines (Simenon et Daeninckx) »  
8163;ROSEMBERG M., 2016;Démarches et outils scientifiques pour la classe (ch.2, I) Géographie et art (ch.3, I et III) La ville et l'urbain (ch.6, I) Des marges au cœur (ch.8, III)
8164;SANDERS L., 2016;Préface
8165;SANTAMARIA F. (COORD.), TORRE A., KIRAT TH., MELOT R., PHAM H. V., DRODZ M., FOULQUIER É., DOUAY N., REYS A., DESJARDINS X., 2016;<em>L'aménagement en débat</em>
8166;SANTAMARIA F., 2016;Origines et fondements de l'aménagement du territoire en France
8167;SANTAMARIA F., 2016;La hiérarchie des villes : Paris, métropoles d'équilibre, villes moyennes et petites
8168;SANTAMARIA F., FARINOS DASI J., 2016;De quelques grands enjeux actuels de l'aménagement en Espagne et en France 
8169;SCHMOLL C., 2016;Femmes migrantes en (im)mobilité. Crise migratoire et frontières en Méditerranée 
8170;SCHMOLL C., 2016;Violences genrées aux frontières de l’Europe 
8171;SCHMOLL C., BEAUCHEMIN C., 2016;Les femmes migrent-elles moins que les hommes ?
8172;SCHMOLL C., BEAUCHEMIN C., 2016;Les migrants vers l'Europe sont-ils essentiellement des chômeurs et des bénéficiaires du regroupement familial ? 
8173;SCHMOLL C., DUBUCS H., PFIRSCH T., RECCHI E., 2016;Je suis un Italien de Paris. The Interplay of Status and Belonging among a Highly Diversified Migrant Middle Class
8174;SCHMOLL C., MORANGE M., 2016;<em>Les outils qualitatifs en géographie</em>
8175;SHARECK M., DATTA GD., VALLEE J., FROHLICH KL., 2016;Is tobacco retailer availability in the activity space associated with smoking cessation? Findings from the Interdisciplinary Study of Inequalities in Smoking. 
8176;SIMON D., 2016;Quand un concept écologique fait date. L'invention du complexe pathogène en géographie
8177;TAILLANDIER P., BANOS A., DROGOUL A., GAUDOU B.,  MARILLEAU N.,  TRUONG Q., 2016;Simulating Urban Growth with Raster and Vector Models: A Case Study for the City of Can Tho, Vietnam 
8178;TELLE O., PAUL R., 2016;Diseases and Socio-spatial Disparities, lesson from dengue
8179;TELLE O., MISLIN R., DAUDE. E, VAGUET A., PAUL R., 2016;Urban climate versus global climate change – what makes the difference for dengue?
8180;TELLE O., VAGUET A., DAUDE. E,  NAGPAL BN., YADAV NK., PAUL R., 2016;The spread of dengue in an endemic urban milieu – the case of Delhi, India. 
8181;TROUDE A., 2016;L'amitié traditionnelle entre la France et la Serbie (1815-1934)
8182;TROUDE A., 2016;L'amitié traditionnelle entre la France et la Serbie (1815-1934)
8183;TROUDE A., 2016;Interview: Milorad DODIK, Président de la République serbe de Bosnie-Herzégovine
8184;TROUDE A., 2016;La nouvelle question des Balkans
8185;TROUDE A., 2016;<em>La Serbie, une passerelle entre la France et la Russie ?</em>
8186;TROUDE A., 2016;<em>Les ressources énergétiques des Balkans occidentaux : un enjeu eurasiatique</em>
8187;VACCHIANI-MARCUZZO C., 2016;Functional structure and Innovative activities: Does city size matter?
8188;VACCHIANI-MARCUZZO C., 2016;La ville mondiale, New-York, Singapour, Los Angeles et Sao Paulo
8189;VACCHIANI-MARCUZZO C., 2016;<em>L'Afrique du Sud est-elle un cas à part? Analyse d'une hybridté urbaine.</em>
8190;VALLEE J., 2016;For a relational approach to place effects on health in cities. RelatHealth, a time-geographically inspired project. 
8191;VALLEE J., FROHLICH K., CHAIX B., LE ROUX G., 2016;Quartiers perçus et inégalités sociales d’accès aux ressources de proximité à Paris et à Montréal. 
8192;VALLEE J., LE ROUX G., CHAUVIN P., 2016;Quartiers et effets de quartier. Analyse de la variabilité de la taille des quartiers perçus dans l’agglomération parisienne
8193;VANOLO A., CATTAN N.,, 2016;Selling cruises: Gender and mobility in promotional brochures
8194;VERDIER N., 2016;La ville, retour sur la boite à outils
8195;VERDIER N., 2016;Variations sur les échelles, la poste aux lettres (1700-2010)
8196;VERDIER N., 2016;Aux limites de la figuration cartographique Le paysage comme lieu de la séparation entre vue et carte
8197;VERDIER N., 2016;Quelques réflexions sur les formats des atlas 1635-1799
8198;VERDIER N., 2016;La cartographie et ses matérialités induites : les objets intermédiaires de la carte
8199;VERDIER N., 2016;Avant le chemin de fer, quelles relations entre réseau de transport et urbanité ?
8200;VERDIER N., 2016;Les premiers atlas nationaux
8201;VERHAEGHE L., 2016;Quel équilibre pour le dialogue ville-campagne ?
8202;YSEBAERT R.,GUÉROIS M., 2016;Les marges françaises en Europe: quelques clés de lecture cartographiques
8203;ZANIN C., 2016;Maillage, cartographie et aménagement du territoire : entre réflexion territoriale et pouvoir
8204;ZDANOWSKA N., 2016;Métropolisation et système de villes en Pologne depuis 1960
8205;BANOS A., REY S., 2017;Modélisation à base d'agents et données massives : un inévitable prix à payer
8206;BANOS A., 2017;Knowledge accelerator in geography and social sciences: further and faster, but also deeper and wider
8207;BANOS A., COMMENGES H., PUMAIN D., 2017;CybergeoNetworks, une application interactive pour l’analyse géographique et sémantique des publications scientifiques
